timestamp,adjusted_arousal
0,1.6666666666666667
1,1.8888888887777775
2,2.1111111112222223
3,2.3333333333333335
4,2.3333333333333335
5,2.3333333333333335
6,2.3333333333333335
7,2.7777777777777772
8,3.222222222222222
9,3.6666666666666665
10,3.222222222222222
11,2.7777777777777772
12,2.3333333333333335
13,2.3333333334444446
14,2.333333333222222
15,2.3333333333333335
16,2.3333333333333335
17,2.3333333333333335
18,2.3333333333333335
19,2.444444444444444
20,2.5555555555555554
21,2.6666666666666665
22,2.5555555555555554
23,2.444444444444444
24,2.3333333333333335
25,2.5555555555555554
26,2.7777777777777772
27,3.0
28,3.0
29,3.0
30,3.0
31,3.111111111
32,3.222222222333333
33,3.3333333333333335
34,3.222222222333333
35,3.111111111
36,3.0
37,2.8888888888888893
38,2.7777777777777772
39,2.6666666666666665
40,2.7777777777777772
41,2.8888888888888893
42,3.0
43,2.999999999888889
44,3.000000000111111
45,3.0
46,3.0
47,3.0
48,3.0
49,3.1111111111111107
50,3.222222222222222
51,3.3333333333333335
52,3.222222222333333
53,3.111111111
54,3.0
55,3.0
56,3.0
57,3.0
58,3.0
59,3.0
60,3.0
61,3.0
62,3.0
63,3.0
64,2.888888888888889
65,2.7777777777777772
66,2.6666666666666665
67,2.7777777777777772
68,2.888888888888889
69,3.0
70,2.888888888888889
71,2.7777777777777772
72,2.6666666666666665
73,2.6666666666666665
74,2.6666666666666665
75,2.6666666666666665
76,2.6666666666666665
77,2.6666666666666665
78,2.6666666666666665
79,2.6666666666666665
80,2.6666666666666665
81,2.6666666666666665
82,2.6666666666666665
83,2.6666666666666665
84,2.6666666666666665
85,2.6666666666666665
86,2.6666666666666665
87,2.6666666666666665
88,2.7777777777777772
89,2.888888888888889
90,3.0
91,3.0
92,3.0
93,3.0
94,3.0
95,3.0
96,3.0
97,3.333333333222223
98,3.666666666777777
99,4.0
100,3.7777777777777772
101,3.555555555555556
102,3.3333333333333335
103,3.222222222333333
104,3.111111111
105,3.0
106,3.0
107,3.0
108,3.0
109,3.0
110,3.0
111,3.0
112,3.0
113,3.0
114,3.0
115,3.0
116,3.0
117,3.0
118,3.111111111
119,3.222222222333333
120,3.3333333333333335
121,3.5555555556666665
122,3.777777777666667
123,4.0
124,4.0
125,4.0
126,4.0
127,4.0
128,4.0
129,4.0
130,4.0
131,4.0
132,4.0
133,4.0
134,4.0
135,4.0
136,4.0
137,4.0
138,4.0
139,4.0
140,4.0
141,4.0
142,4.0
143,4.0
144,4.0
145,4.0
146,4.0
147,4.0
148,4.0
149,4.0
150,4.0
151,4.0
152,4.0
153,4.0
154,4.0
155,4.0
156,4.0
157,4.0
158,4.0
159,4.0
160,4.0
161,4.0
162,4.0
163,4.0
164,4.0
165,4.0
166,4.0
167,4.0
168,4.0
169,4.0
170,4.0
171,4.0
172,4.0
173,4.0
174,4.0
175,4.0
176,4.0
177,4.0
178,4.0
179,4.0
180,4.0
181,4.0
182,4.0
183,4.0
184,4.0
185,4.0
186,4.0
187,4.0
188,4.0
189,4.0
190,3.888888889
191,3.777777777666667
192,3.6666666666666665
193,4.00000000011111
194,4.333333333222222
195,4.666666666666667
196,4.888888888777777
197,5.111111111222223
198,5.333333333333333
199,5.555555555444443
200,5.77777777788889
201,6.0
202,5.888888888888889
203,5.777777777777778
204,5.666666666666667
205,5.555555555666667
206,5.444444444333333
207,5.333333333333333
208,5.555555555444443
209,5.77777777788889
210,6.0
211,5.666666666777778
212,5.333333333222222
213,5.0
214,5.0
215,5.0
216,5.0
217,5.111111111111111
218,5.222222222222222
219,5.333333333333333
220,5.222222222333333
221,5.111111111
222,5.0
223,5.000000000111111
224,4.999999999888889
225,5.0
226,4.888888888888889
227,4.777777777777778
228,4.666666666666667
229,4.666666666666667
230,4.666666666666667
231,4.666666666666667
232,4.5555555556666665
233,4.4444444443333335
234,4.333333333333333
235,4.333333333333333
236,4.333333333333333
237,4.333333333333333
238,4.333333333333333
239,4.333333333333333
240,4.333333333333333
241,4.888888888777777
242,5.444444444555557
243,6.0
244,5.77777777788889
245,5.555555555444443
246,5.333333333333333
247,5.333333333333333
248,5.333333333333333
249,5.333333333333333
250,5.333333333333333
251,5.333333333333333
252,5.333333333333333
253,5.444444444444444
254,5.555555555555556
255,5.666666666666667
256,5.444444444555557
257,5.22222222211111
258,5.0
259,5.0
260,5.0
261,5.0
262,4.888888889
263,4.777777777666667
264,4.666666666666667
265,4.444444444555556
266,4.222222222111111
267,4.0
268,4.1111111110000005
269,4.222222222333333
270,4.333333333333333
271,4.222222222333333
272,4.1111111110000005
273,4.0
274,4.0
275,4.0
276,4.0
277,4.1111111110000005
278,4.222222222333333
279,4.333333333333333
280,4.333333333333333
281,4.333333333333333
282,4.333333333333333
283,4.333333333333333
284,4.333333333333333
285,4.333333333333333
286,4.222222222333333
287,4.1111111110000005
288,4.0
289,4.0
290,4.0
291,4.0
292,4.5555555556666665
293,5.111111111
294,5.666666666666667
295,5.777777777666667
296,5.888888889
297,6.0
298,6.333333333222222
299,6.666666666777778
300,7.0
301,6.555555555444443
302,6.111111111222223
303,5.666666666666667
304,5.444444444444444
305,5.222222222222222
306,5.0
307,4.888888889
308,4.777777777666667
309,4.666666666666667
310,4.666666666666667
311,4.666666666666667
312,4.666666666666667
313,4.666666666666667
314,4.666666666666667
315,4.666666666666667
316,4.5555555556666665
317,4.4444444443333335
318,4.333333333333333
319,4.222222222222222
320,4.111111111111111
321,4.0
322,4.222222222111111
323,4.444444444555556
324,4.666666666666667
325,4.666666666666667
326,4.666666666666667
327,4.666666666666667
328,4.888888888777777
329,5.111111111222223
330,5.333333333333333
331,5.222222222222222
332,5.111111111111111
333,5.0
334,5.777777777777779
335,6.5555555555555545
336,7.333333333333333
337,7.333333333333333
338,7.333333333333333
339,7.333333333333333
340,7.222222222222222
341,7.111111111111111
342,7.0
343,6.444444444555557
344,5.888888888777777
345,5.333333333333333
346,5.555555555666667
347,5.777777777666667
348,6.0
349,5.77777777788889
350,5.555555555444443
351,5.333333333333333
352,5.333333333444444
353,5.333333333222222
354,5.333333333333333
355,5.333333333333333
356,5.333333333333333
357,5.333333333333333
358,5.333333333333333
359,5.333333333333333
360,5.333333333333333
361,5.111111111222223
362,4.888888888777777
363,4.666666666666667
364,4.777777777777778
365,4.888888888888889
366,5.0
367,4.99999999988889
368,5.00000000011111
369,5.0
370,4.8888888889999995
371,4.777777777666667
372,4.666666666666667
373,4.777777777666667
374,4.8888888889999995
375,5.0
376,5.0
377,5.0
378,5.0
379,5.0
380,5.0
381,5.0
382,5.0
383,5.0
384,5.0
385,5.0
386,5.0
387,5.0
388,4.888888888888889
389,4.777777777777778
390,4.666666666666667
391,4.777777777777778
392,4.888888888888889
393,5.0
394,5.0
395,5.0
396,5.0
397,5.0
398,5.0
399,5.0
400,5.0
401,5.0
402,5.0
403,4.8888888889999995
404,4.777777777666667
405,4.666666666666667
406,4.777777777666667
407,4.8888888889999995
408,5.0
409,5.0
410,5.0
411,5.0
412,5.222222222222222
413,5.4444444444444455
414,5.666666666666667
415,5.555555555444443
416,5.444444444555557
417,5.333333333333333
418,5.222222222222222
419,5.111111111111111
420,5.0
421,5.22222222211111
422,5.444444444555557
423,5.666666666666667
424,5.999999999888889
425,6.333333333444444
426,6.666666666666667
427,6.555555555444445
428,6.444444444555555
429,6.333333333333333
430,6.333333333333333
431,6.333333333333333
432,6.333333333333333
433,6.111111111222223
434,5.888888888777777
435,5.666666666666667
436,5.333333333333333
437,5.0
438,4.666666666666667
439,4.666666666666667
440,4.666666666666667
441,4.666666666666667
442,4.555555555555556
443,4.444444444444444
444,4.333333333333333
445,4.222222222333333
446,4.1111111110000005
447,4.0
448,4.222222222222222
449,4.444444444444445
450,4.666666666666667
451,4.555555555555556
452,4.444444444444444
453,4.333333333333333
454,4.333333333333333
455,4.333333333333333
456,4.333333333333333
457,4.333333333333333
458,4.333333333333333
459,4.333333333333333
460,4.4444444443333335
461,4.5555555556666665
462,4.666666666666667
463,4.777777777666667
464,4.888888889
465,5.0
466,5.0
467,5.0
468,5.0
469,4.888888889
470,4.777777777666667
471,4.666666666666667
472,4.666666666666667
473,4.666666666666667
474,4.666666666666667
475,4.666666666666667
476,4.666666666666667
477,4.666666666666667
478,4.666666666666667
479,4.666666666666667
480,4.666666666666667
481,4.666666666666667
482,4.666666666666667
483,4.666666666666667
484,4.666666666666667
485,4.666666666666667
486,4.666666666666667
487,4.888888889
488,5.111111111
489,5.333333333333333
490,5.222222222333333
491,5.111111111
492,5.0
493,4.777777777666667
494,4.5555555556666665
495,4.333333333333333
496,4.4444444443333335
497,4.5555555556666665
498,4.666666666666667
499,4.666666666666667
500,4.666666666666667
501,4.666666666666667
502,4.666666666666667
503,4.666666666666667
504,4.666666666666667
505,4.666666666666667
506,4.666666666666667
507,4.666666666666667
508,4.555555555555556
509,4.444444444444444
510,4.333333333333333
511,4.333333333444444
512,4.333333333222223
513,4.333333333333333
514,4.222222222333333
515,4.1111111110000005
516,4.0
517,4.333333333444444
518,4.666666666555556
519,5.0
520,5.0
521,5.0
522,5.0
523,4.888888888888889
524,4.777777777777778
525,4.666666666666667
526,4.666666666666667
527,4.666666666666667
528,4.666666666666667
529,4.666666666666667
530,4.666666666666667
531,4.666666666666667
532,4.777777777777778
533,4.888888888888889
534,5.0
535,4.888888888888889
536,4.777777777777778
537,4.666666666666667
538,4.666666666666667
539,4.666666666666667
540,4.666666666666667
541,4.666666666666667
542,4.666666666666667
543,4.666666666666667
544,4.666666666666667
545,4.666666666666667
546,4.666666666666667
547,4.666666666666667
548,4.666666666666667
549,4.666666666666667
550,4.666666666666667
551,4.666666666666667
552,4.666666666666667
553,4.777777777777778
554,4.888888888888889
555,5.0
556,5.0
557,5.0
558,5.0
559,5.0
560,5.0
561,5.0
562,5.0
563,5.0
564,5.0
565,4.888888888888889
566,4.777777777777778
567,4.666666666666667
568,4.666666666666667
569,4.666666666666667
570,4.666666666666667
571,4.666666666666667
572,4.666666666666667
573,4.666666666666667
574,4.888888888888888
575,5.111111111111112
576,5.333333333333333
577,5.555555555666667
578,5.777777777666667
579,6.0
580,6.0
581,6.0
582,6.0
583,6.0
584,6.0
585,6.0
586,6.0
587,6.0
588,6.0
589,5.888888889
590,5.777777777666667
591,5.666666666666667
592,5.666666666666667
593,5.666666666666667
594,5.666666666666667
595,5.555555555666667
596,5.444444444333333
597,5.333333333333333
598,5.333333333333333
599,5.333333333333333
600,5.333333333333333
601,5.444444444444444
602,5.555555555555556
603,5.666666666666667
604,5.555555555555556
605,5.444444444444444
606,5.333333333333333
607,5.333333333333333
608,5.333333333333333
609,5.333333333333333
610,5.333333333333333
611,5.333333333333333
612,5.333333333333333
613,5.555555555444443
614,5.77777777788889
615,6.0
616,6.0
617,6.0
618,6.0
619,5.888888889
620,5.777777777666667
621,5.666666666666667
622,5.555555555666667
623,5.444444444333333
624,5.333333333333333
625,5.444444444333333
626,5.555555555666667
627,5.666666666666667
628,5.666666666666667
629,5.666666666666667
630,5.666666666666667
631,6.333333333333333
632,7.0
633,7.666666666666667
634,8.111111111222224
635,8.555555555444444
636,9.0
637,8.777777777777777
638,8.555555555555555
639,8.333333333333334
640,8.555555555555555
641,8.777777777777777
642,9.0
643,8.666666666555555
644,8.333333333444445
645,8.0
646,7.555555555444443
647,7.111111111222223
648,6.666666666666667
649,6.555555555555556
650,6.444444444444444
651,6.333333333333333
652,6.222222222222222
653,6.111111111111111
654,6.0
655,6.0
656,6.0
657,6.0
658,6.0
659,6.0
660,6.0
661,6.0
662,6.0
663,6.0
664,6.000000000111111
665,5.999999999888889
666,6.0
667,5.888888888777778
668,5.777777777888889
669,5.666666666666667
670,5.555555555666667
671,5.444444444333333
672,5.333333333333333
673,5.111111111222223
674,4.888888888777777
675,4.666666666666667
676,4.666666666666667
677,4.666666666666667
678,4.666666666666667
679,4.777777777666667
680,4.8888888889999995
681,5.0
682,5.111111111111111
683,5.222222222222222
684,5.333333333333333
685,5.333333333333333
686,5.333333333333333
687,5.333333333333333
688,5.333333333333333
689,5.333333333333333
690,5.333333333333333
691,5.222222222222222
692,5.111111111111111
693,5.0
694,5.0
695,5.0
696,5.0
697,5.0
698,5.0
699,5.0
700,5.0
701,5.0
702,5.0
703,4.8888888889999995
704,4.777777777666667
705,4.666666666666667
706,4.8888888889999995
707,5.111111111
708,5.333333333333333
709,4.999999999888889
710,4.666666666777777
711,4.333333333333333
712,4.444444444444444
713,4.555555555555556
714,4.666666666666667
715,4.666666666666667
716,4.666666666666667
717,4.666666666666667
718,4.777777777666667
719,4.8888888889999995
720,5.0
721,4.777777777777778
722,4.555555555555555
723,4.333333333333333
724,4.333333333333333
725,4.333333333333333
726,4.333333333333333
727,4.333333333333333
728,4.333333333333333
729,4.333333333333333
730,4.333333333333333
731,4.333333333333333
732,4.333333333333333
733,4.333333333333333
734,4.333333333333333
735,4.333333333333333
736,4.333333333333333
737,4.333333333333333
738,4.333333333333333
739,4.333333333333333
740,4.333333333333333
741,4.333333333333333
742,4.333333333333333
743,4.333333333333333
744,4.333333333333333
745,4.333333333333333
746,4.333333333333333
747,4.333333333333333
748,4.333333333333333
749,4.333333333333333
750,4.333333333333333
751,4.555555555444443
752,4.77777777788889
753,5.0
754,5.22222222211111
755,5.444444444555557
756,5.666666666666667
757,5.666666666666667
758,5.666666666666667
759,5.666666666666667
760,5.666666666666667
761,5.666666666666667
762,5.666666666666667
763,5.555555555666667
764,5.444444444333333
765,5.333333333333333
766,5.333333333333333
767,5.333333333333333
768,5.333333333333333
769,5.333333333333333
770,5.333333333333333
771,5.333333333333333
772,5.333333333333333
773,5.333333333333333
774,5.333333333333333
775,5.333333333333333
776,5.333333333333333
777,5.333333333333333
778,5.333333333444444
779,5.333333333222222
780,5.333333333333333
781,4.888888888777778
782,4.444444444555555
783,4.0
784,4.1111111110000005
785,4.222222222333333
786,4.333333333333333
787,4.4444444443333335
788,4.5555555556666665
789,4.666666666666667
790,4.777777777777778
791,4.888888888888889
792,5.0
793,5.111111111
794,5.222222222333333
795,5.333333333333333
796,5.333333333333333
797,5.333333333333333
798,5.333333333333333
799,5.222222222333333
800,5.111111111
801,5.0
802,4.777777777666667
803,4.5555555556666665
804,4.333333333333333
805,4.333333333333333
806,4.333333333333333
807,4.333333333333333
808,4.4444444443333335
809,4.5555555556666665
810,4.666666666666667
811,4.555555555555556
812,4.444444444444444
813,4.333333333333333
814,4.4444444443333335
815,4.5555555556666665
816,4.666666666666667
817,4.5555555556666665
818,4.4444444443333335
819,4.333333333333333
820,4.222222222333333
821,4.1111111110000005
822,4.0
823,4.1111111110000005
824,4.222222222333333
825,4.333333333333333
826,4.4444444443333335
827,4.5555555556666665
828,4.666666666666667
829,4.666666666666667
830,4.666666666666667
831,4.666666666666667
832,4.777777777666667
833,4.888888889
834,5.0
835,4.888888889
836,4.777777777666667
837,4.666666666666667
838,4.444444444555556
839,4.222222222111111
840,4.0
841,4.333333333222222
842,4.666666666777778
843,5.0
844,5.22222222211111
845,5.444444444555557
846,5.666666666666667
847,5.666666666666667
848,5.666666666666667
849,5.666666666666667
850,5.444444444555557
851,5.22222222211111
852,5.0
853,5.00000000011111
854,4.99999999988889
855,5.0
856,5.000000000111111
857,4.999999999888889
858,5.0
859,5.0
860,5.0
861,5.0
862,5.0
863,5.0
864,5.0
865,5.111111111
866,5.222222222333333
867,5.333333333333333
868,5.0
869,4.666666666666667
870,4.333333333333333
871,4.333333333333333
872,4.333333333333333
873,4.333333333333333
874,4.4444444443333335
875,4.5555555556666665
876,4.666666666666667
877,4.666666666666667
878,4.666666666666667
879,4.666666666666667
880,4.777777777666667
881,4.888888889
882,5.0
883,5.333333333222222
884,5.666666666777778
885,6.0
886,6.111111111
887,6.222222222333333
888,6.333333333333333
889,5.999999999888889
890,5.666666666777778
891,5.333333333333333
892,5.222222222333333
893,5.111111111
894,5.0
895,4.888888888888889
896,4.777777777777778
897,4.666666666666667
898,4.666666666666667
899,4.666666666666667
900,4.666666666666667
